问题编号,轮次,评估阶段,Agent ID,风险等级,u_t,c_t,s_t,tau_u,tau_c,tau_s,是否幻觉
0,1,after_update,agent_001,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
0,1,after_update,agent_002,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
0,1,after_update,agent_003,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
0,1,after_update,agent_004,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
0,1,after_update,agent_005,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
0,1,after_update,agent_006,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
0,2,after_update,agent_001,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
0,2,after_update,agent_002,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
0,2,after_update,agent_003,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
0,2,after_update,agent_004,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
0,2,after_update,agent_005,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
0,2,after_update,agent_006,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
0,3,after_update,agent_001,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
0,3,after_update,agent_002,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
0,3,after_update,agent_003,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
0,3,after_update,agent_004,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
0,3,after_update,agent_005,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
0,3,after_update,agent_006,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
1,1,after_update,agent_001,High Risk,1.0,0.6,0.1,0.6667,0.6667,0.5,True
1,1,after_update,agent_002,High Risk,1.0,0.6,0.1,0.6667,0.6667,0.5,True
1,1,after_update,agent_003,High Risk,1.0,0.6,0.1,0.6667,0.6667,0.5,True
1,1,after_update,agent_004,High Risk,1.0,0.0,0.1,0.5,0.6,0.6,True
1,1,after_update,agent_005,High Risk,1.0,0.0,0.1,0.5,0.6,0.6,True
1,1,after_update,agent_006,High Risk,1.0,0.6,0.1,0.6667,0.6667,0.5,True
1,2,after_update,agent_001,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
1,2,after_update,agent_002,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
1,2,after_update,agent_003,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
1,2,after_update,agent_006,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
1,3,after_update,agent_001,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
1,3,after_update,agent_002,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
1,3,after_update,agent_003,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
1,3,after_update,agent_006,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
2,1,after_update,agent_001,High Risk,1.0,0.6,0.1,0.6667,0.6667,0.5,True
2,1,after_update,agent_002,High Risk,1.0,0.0,0.1,0.5,0.6,0.6,True
2,1,after_update,agent_003,High Risk,1.0,0.6,0.1,0.6667,0.6667,0.5,True
2,1,after_update,agent_004,High Risk,1.0,0.6,0.1,0.6667,0.6667,0.5,True
2,1,after_update,agent_005,High Risk,1.0,0.0,0.1,0.5,0.6,0.6,True
2,1,after_update,agent_006,High Risk,1.0,0.6,0.1,0.6667,0.6667,0.5,True
2,2,after_update,agent_001,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
2,2,after_update,agent_003,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
2,2,after_update,agent_004,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
2,2,after_update,agent_006,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
2,3,after_update,agent_001,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
2,3,after_update,agent_003,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
2,3,after_update,agent_004,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
2,3,after_update,agent_006,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
3,1,after_update,agent_001,High Risk,1.0,0.0,0.1,0.5,0.6,0.6,True
3,1,after_update,agent_002,Medium Risk,1.0,0.8,0.1,0.6667,0.6667,0.5,True
3,1,after_update,agent_003,Medium Risk,1.0,0.8,0.1,0.6667,0.6667,0.5,True
3,1,after_update,agent_004,Medium Risk,1.0,0.8,0.1,0.6667,0.6667,0.5,True
3,1,after_update,agent_005,Medium Risk,1.0,0.8,0.1,0.6667,0.6667,0.5,True
3,1,after_update,agent_006,Medium Risk,1.0,0.8,0.1,0.6667,0.6667,0.5,True
3,2,after_update,agent_002,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
3,2,after_update,agent_003,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
3,2,after_update,agent_004,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
3,2,after_update,agent_005,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
3,2,after_update,agent_006,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
3,3,after_update,agent_002,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
3,3,after_update,agent_003,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
3,3,after_update,agent_004,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
3,3,after_update,agent_005,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
3,3,after_update,agent_006,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
4,1,after_update,agent_001,High Risk,1.0,0.6,0.1,0.6667,0.6667,0.5,True
4,1,after_update,agent_002,High Risk,1.0,0.6,0.1,0.6667,0.6667,0.5,True
4,1,after_update,agent_003,High Risk,1.0,0.0,0.1,0.5,0.6,0.6,True
4,1,after_update,agent_004,High Risk,1.0,0.6,0.1,0.6667,0.6667,0.5,True
4,1,after_update,agent_005,High Risk,1.0,0.0,0.1,0.5,0.6,0.6,True
4,1,after_update,agent_006,High Risk,1.0,0.6,0.1,0.6667,0.6667,0.5,True
4,2,after_update,agent_001,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
4,2,after_update,agent_002,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
4,2,after_update,agent_004,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
4,2,after_update,agent_006,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
4,3,after_update,agent_001,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
4,3,after_update,agent_002,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
4,3,after_update,agent_004,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
4,3,after_update,agent_006,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
5,1,after_update,agent_001,High Risk,1.0,0.0,0.1,0.5,0.6,0.6,True
5,1,after_update,agent_002,High Risk,1.0,0.2,0.1,0.5,0.6,0.6,True
5,1,after_update,agent_003,High Risk,1.0,0.0,0.1,0.5,0.6,0.6,True
5,1,after_update,agent_004,High Risk,1.0,0.2,0.1,0.5,0.6,0.6,True
5,1,after_update,agent_005,High Risk,1.0,0.2,0.1,0.5,0.6,0.6,True
5,1,after_update,agent_006,High Risk,1.0,0.2,0.1,0.5,0.6,0.6,True
5,2,after_update,agent_005,High Risk,1.0,0.0,0.1,0.5,0.6,0.6,True
5,2,after_update,agent_006,High Risk,1.0,0.0,0.1,0.5,0.6,0.6,True
5,3,after_update,agent_005,High Risk,1.0,0.0,0.1,0.5,0.6,0.6,True
5,3,after_update,agent_006,High Risk,1.0,0.0,0.1,0.5,0.6,0.6,True
6,1,after_update,agent_001,High Risk,1.0,0.6,0.1,0.6667,0.6667,0.5,True
6,1,after_update,agent_002,High Risk,1.0,0.6,0.1,0.6667,0.6667,0.5,True
6,1,after_update,agent_003,High Risk,1.0,0.6,0.1,0.6667,0.6667,0.5,True
6,1,after_update,agent_004,High Risk,1.0,0.0,0.1,0.5,0.6,0.6,True
6,1,after_update,agent_005,High Risk,1.0,0.6,0.1,0.6667,0.6667,0.5,True
6,1,after_update,agent_006,High Risk,1.0,0.0,0.1,0.5,0.6,0.6,True
6,2,after_update,agent_001,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
6,2,after_update,agent_002,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
6,2,after_update,agent_003,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
6,2,after_update,agent_005,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
6,3,after_update,agent_001,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
6,3,after_update,agent_002,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
6,3,after_update,agent_003,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
6,3,after_update,agent_005,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
7,1,after_update,agent_001,High Risk,1.0,0.2,0.1,0.5,0.6,0.6,True
7,1,after_update,agent_002,High Risk,1.0,0.2,0.1,0.5,0.6,0.6,True
7,1,after_update,agent_003,High Risk,1.0,0.2,0.1,0.5,0.6,0.6,True
7,1,after_update,agent_004,High Risk,1.0,0.2,0.1,0.5,0.6,0.6,True
7,1,after_update,agent_005,High Risk,1.0,0.2,0.1,0.5,0.6,0.6,True
7,1,after_update,agent_006,High Risk,1.0,0.2,0.1,0.5,0.6,0.6,True
7,2,after_update,agent_003,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
7,2,after_update,agent_006,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
7,3,after_update,agent_003,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
7,3,after_update,agent_006,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
8,1,after_update,agent_001,High Risk,1.0,0.0,0.1,0.5,0.6,0.6,True
8,1,after_update,agent_002,High Risk,1.0,0.2,0.1,0.5,0.6,0.6,True
8,1,after_update,agent_003,High Risk,1.0,0.0,0.1,0.5,0.6,0.6,True
8,1,after_update,agent_004,High Risk,1.0,0.0,0.1,0.5,0.6,0.6,True
8,1,after_update,agent_005,High Risk,1.0,0.2,0.1,0.5,0.6,0.6,True
8,1,after_update,agent_006,High Risk,1.0,0.0,0.1,0.5,0.6,0.6,True
8,2,after_update,agent_001,High Risk,1.0,0.0,0.1,0.5,0.6,0.6,True
8,2,after_update,agent_005,High Risk,1.0,0.0,0.1,0.5,0.6,0.6,True
8,3,after_update,agent_001,High Risk,1.0,0.0,0.1,0.5,0.6,0.6,True
8,3,after_update,agent_005,High Risk,1.0,0.0,0.1,0.5,0.6,0.6,True
9,1,after_update,agent_001,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
9,1,after_update,agent_002,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
9,1,after_update,agent_003,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
9,1,after_update,agent_004,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
9,1,after_update,agent_005,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
9,1,after_update,agent_006,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
9,2,after_update,agent_001,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
9,2,after_update,agent_002,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
9,2,after_update,agent_003,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
9,2,after_update,agent_004,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
9,2,after_update,agent_005,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
9,2,after_update,agent_006,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
9,3,after_update,agent_001,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
9,3,after_update,agent_002,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
9,3,after_update,agent_003,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
9,3,after_update,agent_004,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
9,3,after_update,agent_005,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
9,3,after_update,agent_006,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
10,1,after_update,agent_001,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
10,1,after_update,agent_002,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
10,1,after_update,agent_003,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
10,1,after_update,agent_004,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
10,1,after_update,agent_005,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
10,1,after_update,agent_006,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
10,2,after_update,agent_001,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
10,2,after_update,agent_002,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
10,2,after_update,agent_003,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
10,2,after_update,agent_004,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
10,2,after_update,agent_005,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
10,2,after_update,agent_006,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
10,3,after_update,agent_001,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
10,3,after_update,agent_002,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
10,3,after_update,agent_003,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
10,3,after_update,agent_004,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
10,3,after_update,agent_005,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
10,3,after_update,agent_006,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
11,1,after_update,agent_001,High Risk,1.0,0.2,0.1,0.5,0.6,0.6,True
11,1,after_update,agent_002,High Risk,1.0,0.2,0.1,0.5,0.6,0.6,True
11,1,after_update,agent_003,High Risk,1.0,0.2,0.1,0.5,0.6,0.6,True
11,1,after_update,agent_004,High Risk,1.0,0.2,0.1,0.5,0.6,0.6,True
11,1,after_update,agent_005,High Risk,1.0,0.2,0.1,0.5,0.6,0.6,True
11,1,after_update,agent_006,High Risk,1.0,0.2,0.1,0.5,0.6,0.6,True
11,2,after_update,agent_001,High Risk,1.0,0.0,0.1,0.5,0.6,0.6,True
11,2,after_update,agent_005,High Risk,1.0,0.0,0.1,0.5,0.6,0.6,True
11,3,after_update,agent_001,High Risk,1.0,0.0,0.1,0.5,0.6,0.6,True
11,3,after_update,agent_005,High Risk,1.0,0.0,0.1,0.5,0.6,0.6,True
12,1,after_update,agent_001,High Risk,1.0,0.0,0.1,0.5,0.6,0.6,True
12,1,after_update,agent_002,High Risk,1.0,0.2,0.1,0.5,0.6,0.6,True
12,1,after_update,agent_003,High Risk,1.0,0.0,0.1,0.5,0.6,0.6,True
12,1,after_update,agent_004,High Risk,1.0,0.2,0.1,0.5,0.6,0.6,True
12,1,after_update,agent_005,High Risk,1.0,0.2,0.1,0.5,0.6,0.6,True
12,1,after_update,agent_006,High Risk,1.0,0.2,0.1,0.5,0.6,0.6,True
12,2,after_update,agent_002,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
12,2,after_update,agent_006,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
12,3,after_update,agent_002,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
12,3,after_update,agent_006,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
13,1,after_update,agent_001,High Risk,1.0,0.6,0.1,0.6667,0.6667,0.5,True
13,1,after_update,agent_002,High Risk,1.0,0.6,0.1,0.6667,0.6667,0.5,True
13,1,after_update,agent_003,High Risk,1.0,0.6,0.1,0.6667,0.6667,0.5,True
13,1,after_update,agent_004,High Risk,1.0,0.6,0.1,0.6667,0.6667,0.5,True
13,1,after_update,agent_005,High Risk,1.0,0.0,0.1,0.5,0.6,0.6,True
13,1,after_update,agent_006,High Risk,1.0,0.0,0.1,0.5,0.6,0.6,True
13,2,after_update,agent_006,High Risk,1.0,0.0,0.1,0.5,0.6,0.6,True
13,3,after_update,agent_006,High Risk,1.0,0.0,0.1,0.5,0.6,0.6,True
14,1,after_update,agent_001,High Risk,1.0,0.2,0.1,0.5,0.6,0.6,True
14,1,after_update,agent_002,High Risk,1.0,0.4,0.1,0.5,0.6,0.6,True
14,1,after_update,agent_003,High Risk,1.0,0.0,0.1,0.5,0.6,0.6,True
14,1,after_update,agent_004,High Risk,1.0,0.4,0.1,0.5,0.6,0.6,True
14,1,after_update,agent_005,High Risk,1.0,0.4,0.1,0.5,0.6,0.6,True
14,1,after_update,agent_006,High Risk,1.0,0.2,0.1,0.5,0.6,0.6,True
14,2,after_update,agent_001,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
14,2,after_update,agent_006,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
14,3,after_update,agent_001,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
14,3,after_update,agent_006,Medium Risk,1.0,1.0,0.1,0.6667,0.6667,0.5,True
15,1,after_update,agent_001,High Risk,1.0,0.2,0.1,0.5,0.6,0.6,True
15,1,after_update,agent_002,High Risk,1.0,0.2,0.1,0.5,0.6,0.6,True
15,1,after_update,agent_003,High Risk,1.0,0.0,0.1,0.5,0.6,0.6,True
15,1,after_update,agent_004,High Risk,1.0,0.0,0.1,0.5,0.6,0.6,True
15,1,after_update,agent_005,High Risk,1.0,0.2,0.1,0.5,0.6,0.6,True
15,1,after_update,agent_006,High Risk,1.0,0.2,0.1,0.5,0.6,0.6,True
15,2,after_update,agent_001,High Risk,1.0,0.0,0.1,0.5,0.6,0.6,True
15,2,after_update,agent_005,High Risk,1.0,0.0,0.1,0.5,0.6,0.6,True
